epoch,seconds,train_loss,val_auprc,val_auroc,val_bce,val_brier,val_ece,val_feasible_probes,val_force_mae,val_force_median_error,val_positive_fraction,val_probes,val_rows,val_selected_success_rate,val_selected_success_rate_feasible_only
0,0.9629220579809044,1.4875303543493397,0.42856401493278257,0.9493422179813961,0.3931737859082362,0.14127470647165138,0.22076758273596261,193,0.1432991191709845,0.126957,0.06562387630348795,193,5562,0.6424870466321243,0.6424870466321243
1,0.9139715839992277,0.5602073400724129,0.5891585173721933,0.9721520055037021,0.20590566757670012,0.07095279468694167,0.09132995339610088,193,0.1300602124352332,0.08013200000000009,0.06562387630348795,193,5562,0.7150259067357513,0.7150259067357513
2,0.9097897059982643,0.43876618281251095,0.39912552670982815,0.9379457590127075,0.2783289574036113,0.0880277062788113,0.08923868180437855,193,0.2338006994818653,0.23613799999999996,0.06562387630348795,193,5562,0.40932642487046633,0.40932642487046633
3,0.9311421339807566,0.43878235301521956,0.6449751044188042,0.9764437333445797,0.20341841436589092,0.06716589754893129,0.08318709279709846,193,0.11636247668393787,0.07368300000000083,0.06562387630348795,193,5562,0.7046632124352331,0.7046632124352331
4,0.9338254440226592,0.3714219725759486,0.6566303502291084,0.9772961745580301,0.1791236903623577,0.05931077191666249,0.07338423686987017,193,0.11910119170984461,0.12698799999999988,0.06562387630348795,193,5562,0.694300518134715,0.694300518134715
5,1.0050542630197015,0.3527508126419099,0.7246249795369397,0.980685379605199,0.18146254867857384,0.05783051849209387,0.07143621954114185,193,0.09923677202072542,0.0,0.06562387630348795,193,5562,0.772020725388601,0.772020725388601
6,0.9490322619967628,0.35529632719813803,0.7016921491027246,0.9804576402086557,0.18670806872490334,0.05928954914719389,0.07376996716414694,193,0.09921537823834203,0.0,0.06562387630348795,193,5562,0.772020725388601,0.772020725388601
7,0.9129456270020455,0.35186148440984427,0.7546993714068121,0.9836934374678753,0.16248026236885513,0.05210623791508036,0.06534674038846673,193,0.09996284455958551,0.0,0.06562387630348795,193,5562,0.8290155440414507,0.8290155440414507
8,0.931491168012144,0.35031401885093233,0.7676656164619348,0.9832643174012404,0.16859774518081497,0.0551184942282968,0.06877701229808428,193,0.09333109326424874,0.0,0.06562387630348795,193,5562,0.844559585492228,0.844559585492228
9,0.9145265539991669,0.34115740253788523,0.745225614838395,0.9807802710204254,0.1909911912575637,0.0601935450705453,0.07446237829657132,193,0.09979164248704665,0.0,0.06562387630348795,193,5562,0.7927461139896373,0.7927461139896373
10,0.9269986409926787,0.34833076755042935,0.6519375410581442,0.97744378342616,0.16870179728866952,0.054102633945731615,0.0628184008402986,193,0.11454902072538861,0.09526500000000038,0.06562387630348795,193,5562,0.7046632124352331,0.7046632124352331
11,0.9139143220090773,0.3453214554513087,0.735810240678512,0.9801133952411956,0.14345361273017526,0.046900203948385635,0.05447606629925232,193,0.11187954922279796,0.054199999999999804,0.06562387630348795,193,5562,0.7512953367875648,0.7512953367875648
12,0.9229264009918552,0.3303961703767542,0.7665355307336814,0.9806442599919343,0.1852999814698987,0.05759639050154523,0.06907249675506304,193,0.09333443523316064,0.0,0.06562387630348795,193,5562,0.7823834196891192,0.7823834196891192
13,0.9085187669843435,0.3362967297434807,0.7651348207049191,0.9843940524169634,0.16966481663700805,0.053366610918920525,0.06645344432578267,193,0.090956274611399,0.0,0.06562387630348795,193,5562,0.8290155440414507,0.8290155440414507
14,0.985883349989308,0.3364084309241811,0.7473623247788648,0.982381300065106,0.15174561420283916,0.04846471054006385,0.0572059154297571,193,0.09735318652849746,0.0,0.06562387630348795,193,5562,0.8134715025906736,0.8134715025906736
15,0.9245912509795744,0.3238439689405629,0.8212898791805066,0.9868127291561781,0.16366906363070008,0.052260241129827384,0.06583501682648528,193,0.07815942487046634,0.0,0.06562387630348795,193,5562,0.8756476683937824,0.8756476683937824
16,0.913545149989659,0.32726715480695007,0.7510457948183699,0.9835922199583005,0.1506175329621522,0.04688288540655569,0.057983913709622484,193,0.08714409326424874,0.0,0.06562387630348795,193,5562,0.8290155440414507,0.8290155440414507
17,0.9302557740011252,0.32961554863474896,0.7679032414684622,0.9833708066561057,0.15934056604733846,0.05101366121683475,0.06192863291719562,193,0.09886432124352336,0.0,0.06562387630348795,193,5562,0.8082901554404145,0.8082901554404145
